"","Embarcacion","Mes","Horas_De_Pesca_Km2","Horas_Transito_y_Pesca_Km2"
"3540","TRAUWÜN I (ART)","julio",125,232
"3541","TRINIDAD (ART)","julio",22,139
"3542","TRINQUETE (ART)","julio",58,321
"3543","TRUENO I (IND)","julio",10,79
"3544","TUAREG I (ART)","julio",12,155
"3545","TUMBES (L","julio",285,476
"3546","TURIMAR II (ART)","julio",0,7
"3547","UNIONSUR (FAB)","julio",633,797
"3548","UNZEN (FAB)","julio",318,506
"3549","UZIEL II (ART)","julio",102,193
"3550","VALENCIA (ART)","julio",35,198
"3551","VALENTINA ARACELI (L","julio",168,438
"3552","VALENTINA (L","julio",84,281
"3553","VENTISQUERO (IND)","julio",35,146
"3554","VESTERVEG (IND)","julio",29,95
"3555","VICTOR GABRIEL I (ART-TRP)","julio",0,61
"3556","VIRGO (ART)","julio",0,14
"3557","XIMENA I (ART)","julio",21,50
"3558","XOLOT (ART)","julio",6,70
"3559","YARODAL II (TRP)","julio",24,140
"3560","YELCHO I (IND)","julio",33,173
"3561","YENNY (ART)","julio",13,41
"3562","YOLANDA S (ART)","julio",0,5
"3563","YOVANKA (L","julio",284,443
"3564","YUCATAN (L","julio",357,528
